power 1 (W),time (seconds since jan 1 1975),power 2 (W),time (seconds since jan 1 1975),Power Difference,Sdifference
1.59E-09,1749503100,1.35E-09,1749503100,0.00E+00,0.00E+00
1.61E-09,1749503100,1.35E-09,1749503100,2.00E-11,6.76E-03
1.60E-09,1749503100,1.35E-09,1749503100,1.00E-11,3.39E-03
1.60E-09,1749503100,1.35E-09,1749503100,1.00E-11,3.39E-03
1.60E-09,1749503100,1.35E-09,1749503100,1.00E-11,3.39E-03
1.59E-09,1749503101,1.35E-09,1749503101,0.00E+00,0.00E+00
1.59E-09,1749503101,1.34E-09,1749503101,1.00E-11,3.41E-03
1.60E-09,1749503101,1.34E-09,1749503101,2.00E-11,6.80E-03
1.60E-09,1749503101,1.34E-09,1749503101,2.00E-11,6.80E-03
1.60E-09,1749503101,1.33E-09,1749503101,3.00E-11,1.02E-02
1.60E-09,1749503101,1.33E-09,1749503101,3.00E-11,1.02E-02
1.60E-09,1749503101,1.33E-09,1749503101,3.00E-11,1.02E-02
1.61E-09,1749503101,1.33E-09,1749503101,4.00E-11,1.36E-02
1.60E-09,1749503101,1.34E-09,1749503101,2.00E-11,6.80E-03
1.61E-09,1749503101,1.34E-09,1749503101,3.00E-11,1.02E-02
1.60E-09,1749503101,1.34E-09,1749503101,2.00E-11,6.80E-03
1.60E-09,1749503101,1.35E-09,1749503101,1.00E-11,3.39E-03
1.60E-09,1749503101,1.35E-09,1749503101,1.00E-11,3.39E-03
1.60E-09,1749503101,1.36E-09,1749503101,0.00E+00,0.00E+00
1.59E-09,1749503102,1.36E-09,1749503101,-1.00E-11,-3.39E-03
1.60E-09,1749503102,1.36E-09,1749503102,0.00E+00,0.00E+00
1.60E-09,1749503102,1.36E-09,1749503102,0.00E+00,0.00E+00
1.61E-09,1749503102,1.36E-09,1749503102,1.00E-11,3.37E-03
1.61E-09,1749503102,1.36E-09,1749503102,1.00E-11,3.37E-03
1.60E-09,1749503102,1.35E-09,1749503102,1.00E-11,3.39E-03
1.60E-09,1749503102,1.34E-09,1749503102,2.00E-11,6.80E-03
1.60E-09,1749503102,1.34E-09,1749503102,2.00E-11,6.80E-03
1.59E-09,1749503102,1.33E-09,1749503102,2.00E-11,6.85E-03
1.59E-09,1749503102,1.33E-09,1749503102,2.00E-11,6.85E-03
1.58E-09,1749503102,1.33E-09,1749503102,1.00E-11,3.44E-03
1.59E-09,1749503102,1.33E-09,1749503102,2.00E-11,6.85E-03
1.59E-09,1749503102,1.33E-09,1749503102,2.00E-11,6.85E-03
1.59E-09,1749503103,1.33E-09,1749503102,2.00E-11,6.85E-03
1.58E-09,1749503103,1.33E-09,1749503102,1.00E-11,3.44E-03
1.57E-09,1749503103,1.33E-09,1749503102,0.00E+00,0.00E+00
1.58E-09,1749503103,1.34E-09,1749503103,0.00E+00,0.00E+00
1.57E-09,1749503103,1.34E-09,1749503103,-1.00E-11,-3.44E-03
1.56E-09,1749503103,1.34E-09,1749503103,-2.00E-11,-6.90E-03
1.56E-09,1749503103,1.34E-09,1749503103,-2.00E-11,-6.90E-03
1.57E-09,1749503103,1.35E-09,1749503103,-2.00E-11,-6.85E-03
1.57E-09,1749503103,1.35E-09,1749503103,-2.00E-11,-6.85E-03
1.58E-09,1749503103,1.35E-09,1749503103,-1.00E-11,-3.41E-03
1.57E-09,1749503103,1.35E-09,1749503103,-2.00E-11,-6.85E-03
1.57E-09,1749503103,1.35E-09,1749503103,-2.00E-11,-6.85E-03
1.57E-09,1749503103,1.35E-09,1749503103,-2.00E-11,-6.85E-03
1.58E-09,1749503103,1.34E-09,1749503103,0.00E+00,0.00E+00
1.58E-09,1749503104,1.34E-09,1749503103,0.00E+00,0.00E+00
1.58E-09,1749503104,1.34E-09,1749503103,0.00E+00,0.00E+00
1.58E-09,1749503104,1.34E-09,1749503103,0.00E+00,0.00E+00
1.58E-09,1749503104,1.34E-09,1749503103,0.00E+00,0.00E+00
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.57E-09,1749503104,1.33E-09,1749503104,0.00E+00,0.00E+00
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503104,1.33E-09,1749503104,1.00E-11,3.44E-03
1.59E-09,1749503104,1.33E-09,1749503104,2.00E-11,6.85E-03
1.58E-09,1749503105,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503105,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503105,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503105,1.33E-09,1749503104,1.00E-11,3.44E-03
1.58E-09,1749503105,1.32E-09,1749503105,2.00E-11,6.90E-03
1.59E-09,1749503105,1.32E-09,1749503105,3.00E-11,1.03E-02
1.58E-09,1749503105,1.32E-09,1749503105,2.00E-11,6.90E-03
1.59E-09,1749503105,1.32E-09,1749503105,3.00E-11,1.03E-02
1.58E-09,1749503105,1.31E-09,1749503105,3.00E-11,1.04E-02
1.58E-09,1749503105,1.31E-09,1749503105,3.00E-11,1.04E-02
1.58E-09,1749503105,1.31E-09,1749503105,3.00E-11,1.04E-02
1.58E-09,1749503105,1.31E-09,1749503105,3.00E-11,1.04E-02
1.57E-09,1749503105,1.32E-09,1749503105,1.00E-11,3.46E-03
1.57E-09,1749503105,1.32E-09,1749503105,1.00E-11,3.46E-03
1.58E-09,1749503105,1.32E-09,1749503105,2.00E-11,6.90E-03
1.57E-09,1749503106,1.32E-09,1749503105,1.00E-11,3.46E-03
1.56E-09,1749503106,1.32E-09,1749503105,0.00E+00,0.00E+00
1.56E-09,1749503106,1.33E-09,1749503105,-1.00E-11,-3.46E-03
1.56E-09,1749503106,1.33E-09,1749503105,-1.00E-11,-3.46E-03
1.56E-09,1749503106,1.33E-09,1749503106,-1.00E-11,-3.46E-03
1.55E-09,1749503106,1.33E-09,1749503106,-2.00E-11,-6.94E-03
1.55E-09,1749503106,1.34E-09,1749503106,-3.00E-11,-1.04E-02
1.56E-09,1749503106,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.56E-09,1749503106,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.55E-09,1749503106,1.34E-09,1749503106,-3.00E-11,-1.04E-02
1.56E-09,1749503106,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.56E-09,1749503106,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.56E-09,1749503106,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.55E-09,1749503106,1.34E-09,1749503106,-3.00E-11,-1.04E-02
1.56E-09,1749503107,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.56E-09,1749503107,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.57E-09,1749503107,1.34E-09,1749503106,-1.00E-11,-3.44E-03
1.56E-09,1749503107,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.56E-09,1749503107,1.34E-09,1749503106,-2.00E-11,-6.90E-03
1.56E-09,1749503107,1.34E-09,1749503107,-2.00E-11,-6.90E-03
1.57E-09,1749503107,1.33E-09,1749503107,0.00E+00,0.00E+00
1.57E-09,1749503107,1.33E-09,1749503107,0.00E+00,0.00E+00
1.57E-09,1749503107,1.33E-09,1749503107,0.00E+00,0.00E+00
1.57E-09,1749503107,1.33E-09,1749503107,0.00E+00,0.00E+00
1.57E-09,1749503107,1.33E-09,1749503107,0.00E+00,0.00E+00
1.57E-09,1749503107,1.33E-09,1749503107,0.00E+00,0.00E+00
1.58E-09,1749503107,1.32E-09,1749503107,2.00E-11,6.90E-03
1.57E-09,1749503108,1.32E-09,1749503107,1.00E-11,3.46E-03
1.57E-09,1749503108,1.32E-09,1749503107,1.00E-11,3.46E-03
1.57E-09,1749503108,1.32E-09,1749503107,1.00E-11,3.46E-03
1.56E-09,1749503108,1.32E-09,1749503107,0.00E+00,0.00E+00
1.56E-09,1749503108,1.33E-09,1749503107,-1.00E-11,-3.46E-03
1.57E-09,1749503108,1.33E-09,1749503107,0.00E+00,0.00E+00
1.56E-09,1749503108,1.33E-09,1749503108,-1.00E-11,-3.46E-03
1.55E-09,1749503108,1.33E-09,1749503108,-2.00E-11,-6.94E-03
1.56E-09,1749503108,1.33E-09,1749503108,-1.00E-11,-3.46E-03
1.56E-09,1749503108,1.33E-09,1749503108,-1.00E-11,-3.46E-03
1.56E-09,1749503108,1.34E-09,1749503108,-2.00E-11,-6.90E-03
1.56E-09,1749503108,1.34E-09,1749503108,-2.00E-11,-6.90E-03
1.57E-09,1749503108,1.34E-09,1749503108,-1.00E-11,-3.44E-03
1.56E-09,1749503108,1.35E-09,1749503108,-3.00E-11,-1.03E-02
1.58E-09,1749503109,1.35E-09,1749503108,-1.00E-11,-3.41E-03
1.58E-09,1749503109,1.35E-09,1749503108,-1.00E-11,-3.41E-03
1.57E-09,1749503109,1.35E-09,1749503108,-2.00E-11,-6.85E-03
1.57E-09,1749503109,1.35E-09,1749503108,-2.00E-11,-6.85E-03
1.57E-09,1749503109,1.34E-09,1749503108,-1.00E-11,-3.44E-03
1.56E-09,1749503109,1.34E-09,1749503108,-2.00E-11,-6.90E-03
1.57E-09,1749503109,1.34E-09,1749503108,-1.00E-11,-3.44E-03
1.56E-09,1749503109,1.34E-09,1749503109,-2.00E-11,-6.90E-03
1.57E-09,1749503109,1.34E-09,1749503109,-1.00E-11,-3.44E-03
1.56E-09,1749503109,1.34E-09,1749503109,-2.00E-11,-6.90E-03
1.57E-09,1749503109,1.34E-09,1749503109,-1.00E-11,-3.44E-03
1.56E-09,1749503109,1.34E-09,1749503109,-2.00E-11,-6.90E-03
1.56E-09,1749503109,1.34E-09,1749503109,-2.00E-11,-6.90E-03
1.57E-09,1749503109,1.34E-09,1749503109,-1.00E-11,-3.44E-03
1.57E-09,1749503110,1.35E-09,1749503109,-2.00E-11,-6.85E-03
1.57E-09,1749503110,1.35E-09,1749503109,-2.00E-11,-6.85E-03
1.57E-09,1749503110,1.35E-09,1749503109,-2.00E-11,-6.85E-03
1.57E-09,1749503110,1.35E-09,1749503109,-2.00E-11,-6.85E-03
1.57E-09,1749503110,1.35E-09,1749503109,-2.00E-11,-6.85E-03
1.56E-09,1749503110,1.35E-09,1749503109,-3.00E-11,-1.03E-02
1.57E-09,1749503110,1.35E-09,1749503109,-2.00E-11,-6.85E-03
1.57E-09,1749503110,1.35E-09,1749503110,-2.00E-11,-6.85E-03
1.56E-09,1749503110,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503110,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503110,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503110,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503110,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503110,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503110,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503111,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.57E-09,1749503111,1.35E-09,1749503110,-2.00E-11,-6.85E-03
1.56E-09,1749503111,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503111,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503111,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.56E-09,1749503111,1.35E-09,1749503110,-3.00E-11,-1.03E-02
1.55E-09,1749503111,1.35E-09,1749503111,-4.00E-11,-1.38E-02
1.56E-09,1749503111,1.35E-09,1749503111,-3.00E-11,-1.03E-02
1.55E-09,1749503111,1.35E-09,1749503111,-4.00E-11,-1.38E-02
1.55E-09,1749503111,1.35E-09,1749503111,-4.00E-11,-1.38E-02
1.55E-09,1749503111,1.35E-09,1749503111,-4.00E-11,-1.38E-02
1.56E-09,1749503111,1.35E-09,1749503111,-3.00E-11,-1.03E-02
1.55E-09,1749503111,1.35E-09,1749503111,-4.00E-11,-1.38E-02
1.54E-09,1749503111,1.35E-09,1749503111,-5.00E-11,-1.73E-02
1.55E-09,1749503111,1.35E-09,1749503111,-4.00E-11,-1.38E-02
1.54E-09,1749503112,1.35E-09,1749503111,-5.00E-11,-1.73E-02
1.54E-09,1749503112,1.35E-09,1749503111,-5.00E-11,-1.73E-02
1.55E-09,1749503112,1.35E-09,1749503111,-4.00E-11,-1.38E-02
1.54E-09,1749503112,1.35E-09,1749503111,-5.00E-11,-1.73E-02
1.54E-09,1749503112,1.35E-09,1749503111,-5.00E-11,-1.73E-02
1.54E-09,1749503112,1.35E-09,1749503112,-5.00E-11,-1.73E-02
1.54E-09,1749503112,1.36E-09,1749503112,-6.00E-11,-2.07E-02
1.54E-09,1749503112,1.36E-09,1749503112,-6.00E-11,-2.07E-02
1.54E-09,1749503112,1.36E-09,1749503112,-6.00E-11,-2.07E-02
1.53E-09,1749503112,1.36E-09,1749503112,-7.00E-11,-2.42E-02
1.53E-09,1749503112,1.36E-09,1749503112,-7.00E-11,-2.42E-02
1.53E-09,1749503112,1.36E-09,1749503112,-7.00E-11,-2.42E-02
1.53E-09,1749503112,1.36E-09,1749503112,-7.00E-11,-2.42E-02
1.53E-09,1749503112,1.36E-09,1749503112,-7.00E-11,-2.42E-02
1.52E-09,1749503112,1.36E-09,1749503112,-8.00E-11,-2.78E-02
1.53E-09,1749503113,1.36E-09,1749503112,-7.00E-11,-2.42E-02
1.51E-09,1749503113,1.36E-09,1749503112,-9.00E-11,-3.14E-02
1.52E-09,1749503113,1.36E-09,1749503112,-8.00E-11,-2.78E-02
1.52E-09,1749503113,1.36E-09,1749503112,-8.00E-11,-2.78E-02
1.51E-09,1749503113,1.36E-09,1749503112,-9.00E-11,-3.14E-02
1.52E-09,1749503113,1.36E-09,1749503113,-8.00E-11,-2.78E-02
1.51E-09,1749503113,1.36E-09,1749503113,-9.00E-11,-3.14E-02
1.52E-09,1749503113,1.36E-09,1749503113,-8.00E-11,-2.78E-02
1.51E-09,1749503113,1.36E-09,1749503113,-9.00E-11,-3.14E-02
1.52E-09,1749503113,1.36E-09,1749503113,-8.00E-11,-2.78E-02
1.51E-09,1749503113,1.36E-09,1749503113,-9.00E-11,-3.14E-02
1.51E-09,1749503113,1.36E-09,1749503113,-9.00E-11,-3.14E-02
1.52E-09,1749503113,1.36E-09,1749503113,-8.00E-11,-2.78E-02
1.51E-09,1749503113,1.35E-09,1749503113,-8.00E-11,-2.80E-02
1.52E-09,1749503113,1.35E-09,1749503113,-7.00E-11,-2.44E-02
1.51E-09,1749503114,1.35E-09,1749503113,-8.00E-11,-2.80E-02
1.50E-09,1749503114,1.35E-09,1749503113,-9.00E-11,-3.16E-02
1.51E-09,1749503114,1.35E-09,1749503113,-8.00E-11,-2.80E-02
1.51E-09,1749503114,1.35E-09,1749503113,-8.00E-11,-2.80E-02
1.51E-09,1749503114,1.35E-09,1749503113,-8.00E-11,-2.80E-02
1.51E-09,1749503114,1.35E-09,1749503114,-8.00E-11,-2.80E-02
1.52E-09,1749503114,1.35E-09,1749503114,-7.00E-11,-2.44E-02
1.52E-09,1749503114,1.35E-09,1749503114,-7.00E-11,-2.44E-02
1.50E-09,1749503114,1.34E-09,1749503114,-8.00E-11,-2.82E-02
1.51E-09,1749503114,1.34E-09,1749503114,-7.00E-11,-2.46E-02
1.51E-09,1749503114,1.34E-09,1749503114,-7.00E-11,-2.46E-02
1.50E-09,1749503114,1.34E-09,1749503114,-8.00E-11,-2.82E-02
1.50E-09,1749503114,1.35E-09,1749503114,-9.00E-11,-3.16E-02
1.50E-09,1749503114,1.35E-09,1749503114,-9.00E-11,-3.16E-02
1.50E-09,1749503114,1.35E-09,1749503114,-9.00E-11,-3.16E-02
1.50E-09,1749503115,1.35E-09,1749503114,-9.00E-11,-3.16E-02
1.50E-09,1749503115,1.35E-09,1749503114,-9.00E-11,-3.16E-02
1.49E-09,1749503115,1.35E-09,1749503114,-1.00E-10,-3.52E-02
1.50E-09,1749503115,1.35E-09,1749503114,-9.00E-11,-3.16E-02
1.49E-09,1749503115,1.35E-09,1749503114,-1.00E-10,-3.52E-02
1.49E-09,1749503115,1.35E-09,1749503115,-1.00E-10,-3.52E-02
1.49E-09,1749503115,1.35E-09,1749503115,-1.00E-10,-3.52E-02
1.48E-09,1749503115,1.36E-09,1749503115,-1.20E-10,-4.23E-02
1.49E-09,1749503115,1.36E-09,1749503115,-1.10E-10,-3.86E-02
1.48E-09,1749503115,1.36E-09,1749503115,-1.20E-10,-4.23E-02
1.48E-09,1749503115,1.36E-09,1749503115,-1.20E-10,-4.23E-02
1.47E-09,1749503115,1.36E-09,1749503115,-1.30E-10,-4.59E-02
1.48E-09,1749503115,1.36E-09,1749503115,-1.20E-10,-4.23E-02
1.48E-09,1749503115,1.36E-09,1749503115,-1.20E-10,-4.23E-02
1.47E-09,1749503115,1.36E-09,1749503115,-1.30E-10,-4.59E-02
1.47E-09,1749503116,1.36E-09,1749503115,-1.30E-10,-4.59E-02
1.47E-09,1749503116,1.36E-09,1749503115,-1.30E-10,-4.59E-02
1.47E-09,1749503116,1.36E-09,1749503115,-1.30E-10,-4.59E-02
1.47E-09,1749503116,1.36E-09,1749503115,-1.30E-10,-4.59E-02
1.47E-09,1749503116,1.37E-09,1749503115,-1.40E-10,-4.93E-02
1.47E-09,1749503116,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503116,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503116,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503116,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503116,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.48E-09,1749503116,1.37E-09,1749503116,-1.30E-10,-4.56E-02
1.48E-09,1749503116,1.37E-09,1749503116,-1.30E-10,-4.56E-02
1.48E-09,1749503116,1.37E-09,1749503116,-1.30E-10,-4.56E-02
1.47E-09,1749503116,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503116,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503117,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503117,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503117,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503117,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503117,1.37E-09,1749503116,-1.40E-10,-4.93E-02
1.47E-09,1749503117,1.37E-09,1749503117,-1.40E-10,-4.93E-02
1.48E-09,1749503117,1.37E-09,1749503117,-1.30E-10,-4.56E-02
1.47E-09,1749503117,1.37E-09,1749503117,-1.40E-10,-4.93E-02
1.48E-09,1749503117,1.37E-09,1749503117,-1.30E-10,-4.56E-02
1.48E-09,1749503117,1.37E-09,1749503117,-1.30E-10,-4.56E-02
1.48E-09,1749503117,1.37E-09,1749503117,-1.30E-10,-4.56E-02
1.48E-09,1749503117,1.37E-09,1749503117,-1.30E-10,-4.56E-02
1.47E-09,1749503117,1.37E-09,1749503117,-1.40E-10,-4.93E-02
1.48E-09,1749503117,1.37E-09,1749503117,-1.30E-10,-4.56E-02
1.46E-09,1749503117,1.37E-09,1749503117,-1.50E-10,-5.30E-02
1.48E-09,1749503118,1.37E-09,1749503117,-1.30E-10,-4.56E-02
1.49E-09,1749503118,1.37E-09,1749503117,-1.20E-10,-4.20E-02
1.49E-09,1749503118,1.37E-09,1749503117,-1.20E-10,-4.20E-02
1.50E-09,1749503118,1.37E-09,1749503117,-1.10E-10,-3.83E-02
1.50E-09,1749503118,1.37E-09,1749503117,-1.10E-10,-3.83E-02
1.50E-09,1749503118,1.37E-09,1749503118,-1.10E-10,-3.83E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503118,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503119,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503119,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503119,1.37E-09,1749503118,-1.00E-10,-3.47E-02
1.51E-09,1749503119,1.38E-09,1749503118,-1.10E-10,-3.81E-02
1.51E-09,1749503119,1.38E-09,1749503118,-1.10E-10,-3.81E-02
1.51E-09,1749503119,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.51E-09,1749503119,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.51E-09,1749503119,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.51E-09,1749503119,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.52E-09,1749503119,1.38E-09,1749503119,-1.00E-10,-3.45E-02
1.51E-09,1749503119,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.50E-09,1749503119,1.38E-09,1749503119,-1.20E-10,-4.17E-02
1.50E-09,1749503119,1.38E-09,1749503119,-1.20E-10,-4.17E-02
1.50E-09,1749503119,1.38E-09,1749503119,-1.20E-10,-4.17E-02
1.52E-09,1749503119,1.38E-09,1749503119,-1.00E-10,-3.45E-02
1.50E-09,1749503120,1.38E-09,1749503119,-1.20E-10,-4.17E-02
1.51E-09,1749503120,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.51E-09,1749503120,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.51E-09,1749503120,1.38E-09,1749503119,-1.10E-10,-3.81E-02
1.52E-09,1749503120,1.38E-09,1749503119,-1.00E-10,-3.45E-02
1.51E-09,1749503120,1.37E-09,1749503120,-1.00E-10,-3.47E-02
1.52E-09,1749503120,1.37E-09,1749503120,-9.00E-11,-3.11E-02
1.52E-09,1749503120,1.37E-09,1749503120,-9.00E-11,-3.11E-02
1.51E-09,1749503120,1.37E-09,1749503120,-1.00E-10,-3.47E-02
1.52E-09,1749503120,1.37E-09,1749503120,-9.00E-11,-3.11E-02
1.52E-09,1749503120,1.37E-09,1749503120,-9.00E-11,-3.11E-02
1.52E-09,1749503120,1.37E-09,1749503120,-9.00E-11,-3.11E-02
1.52E-09,1749503120,1.36E-09,1749503120,-8.00E-11,-2.78E-02
1.52E-09,1749503120,1.36E-09,1749503120,-8.00E-11,-2.78E-02
1.52E-09,1749503120,1.36E-09,1749503120,-8.00E-11,-2.78E-02
