Time[date hh:mm:ss], Elapsed Time [hh:mm:ss:ms], Normalized s 1 , Normalized s 2 , Normalized s 3 , S 0 [mW], S 1 [mW], S 2 [mW], S 3 [mW], Azimuth[°] , Ellipticity[°] , DOP[%] , DOCP[%] , DOLP[%] , Power[mW] , Pol Power[mW] , Unpol Power[mW] , Power[dBm] , Pol Power[dBm] , Unpol Power[dBm] , Power-Split-Ratio , Phase Difference[°] ,
48:42.2,0.00:06:57:529,-0.94,-0.14,-0.31,0.02485,-0.01421,-0.002159,-0.00471,-85.68,-9.07,60.85,18.95,57.83,0.02485,0.01512,0.009728,-16.047,-18.204,-20.12,0.03,-114.62,
48:42.2,0.00:06:57:560,-0.94,-0.14,-0.31,0.02485,-0.01421,-0.002151,-0.004712,-85.7,-9.08,60.85,18.96,57.83,0.02485,0.01512,0.009729,-16.046,-18.203,-20.12,0.03,-114.54,
48:42.2,0.00:06:57:591,-0.94,-0.14,-0.31,0.02486,-0.01421,-0.002156,-0.004716,-85.68,-9.09,60.84,18.97,57.81,0.02486,0.01512,0.009733,-16.046,-18.204,-20.118,0.03,-114.57,
48:42.3,0.00:06:57:623,-0.94,-0.14,-0.31,0.02486,-0.01421,-0.002145,-0.004718,-85.71,-9.09,60.84,18.98,57.8,0.02486,0.01512,0.009733,-16.046,-18.204,-20.117,0.03,-114.45,
48:42.3,0.00:06:57:654,-0.94,-0.14,-0.31,0.02486,-0.01421,-0.00214,-0.004719,-85.72,-9.09,60.83,18.98,57.8,0.02486,0.01513,0.009738,-16.044,-18.203,-20.115,0.03,-114.39,
48:42.3,0.00:06:57:701,-0.94,-0.14,-0.31,0.02486,-0.01421,-0.002149,-0.004731,-85.7,-9.11,60.84,19.03,57.79,0.02486,0.01513,0.009736,-16.044,-18.202,-20.116,0.03,-114.43,
48:42.4,0.00:06:57:732,-0.94,-0.14,-0.31,0.02487,-0.01422,-0.002144,-0.004736,-85.71,-9.12,60.86,19.05,57.81,0.02487,0.01514,0.009733,-16.043,-18.2,-20.118,0.03,-114.36,
48:42.4,0.00:06:57:763,-0.94,-0.14,-0.31,0.02486,-0.01421,-0.002135,-0.00474,-85.73,-9.13,60.85,19.07,57.79,0.02486,0.01513,0.009733,-16.045,-18.202,-20.118,0.03,-114.25,
48:42.4,0.00:06:57:795,-0.94,-0.14,-0.31,0.02486,-0.01421,-0.002132,-0.004748,-85.73,-9.15,60.86,19.1,57.78,0.02486,0.01513,0.009731,-16.045,-18.202,-20.119,0.03,-114.18,
48:42.5,0.00:06:57:827,-0.94,-0.14,-0.31,0.02487,-0.01421,-0.00214,-0.004748,-85.72,-9.14,60.87,19.09,57.79,0.02487,0.01514,0.009732,-16.043,-18.2,-20.118,0.03,-114.26,
48:42.5,0.00:06:57:858,-0.94,-0.14,-0.31,0.02487,-0.01422,-0.002124,-0.004759,-85.75,-9.15,60.9,19.13,57.82,0.02487,0.01515,0.009725,-16.043,-18.196,-20.121,0.03,-114.05,
48:42.5,0.00:06:57:889,-0.94,-0.14,-0.31,0.02487,-0.01421,-0.002132,-0.004767,-85.73,-9.18,60.89,19.17,57.79,0.02487,0.01514,0.009728,-16.043,-18.198,-20.12,0.03,-114.1,
48:42.6,0.00:06:57:936,-0.94,-0.14,-0.31,0.02488,-0.01422,-0.002129,-0.004771,-85.74,-9.18,60.9,19.18,57.8,0.02488,0.01515,0.009727,-16.042,-18.196,-20.12,0.03,-114.04,
48:42.6,0.00:06:57:967,-0.94,-0.14,-0.32,0.02487,-0.01421,-0.002139,-0.004777,-85.72,-9.19,60.88,19.2,57.77,0.02487,0.01514,0.00973,-16.043,-18.198,-20.119,0.03,-114.12,
48:42.6,0.00:06:57:999,-0.94,-0.14,-0.32,0.02488,-0.01423,-0.002128,-0.004786,-85.75,-9.2,60.93,19.24,57.81,0.02488,0.01516,0.009721,-16.042,-18.193,-20.123,0.03,-113.97,
48:42.7,0.00:06:58:030,-0.94,-0.14,-0.32,0.02487,-0.01421,-0.002127,-0.004791,-85.74,-9.22,60.9,19.26,57.77,0.02487,0.01515,0.009725,-16.043,-18.197,-20.121,0.03,-113.94,
48:42.7,0.00:06:58:061,-0.94,-0.14,-0.32,0.02487,-0.01422,-0.002125,-0.004799,-85.75,-9.23,60.92,19.29,57.79,0.02487,0.01515,0.00972,-16.043,-18.195,-20.123,0.03,-113.88,
48:42.7,0.00:06:58:092,-0.94,-0.14,-0.32,0.02487,-0.01421,-0.002136,-0.004803,-85.73,-9.24,60.93,19.32,57.78,0.02487,0.01515,0.009716,-16.044,-18.196,-20.125,0.03,-113.97,
48:42.8,0.00:06:58:124,-0.94,-0.14,-0.32,0.02487,-0.01422,-0.002138,-0.004808,-85.72,-9.25,60.95,19.33,57.8,0.02487,0.01516,0.009712,-16.043,-18.194,-20.127,0.03,-113.97,
48:42.8,0.00:06:58:170,-0.94,-0.14,-0.32,0.02487,-0.01422,-0.002138,-0.004806,-85.72,-9.24,60.96,19.33,57.82,0.02487,0.01516,0.009707,-16.044,-18.194,-20.129,0.03,-113.98,
48:42.8,0.00:06:58:202,-0.94,-0.14,-0.32,0.02486,-0.01422,-0.002144,-0.004807,-85.71,-9.24,60.98,19.33,57.84,0.02486,0.01516,0.009702,-16.044,-18.192,-20.131,0.03,-114.04,
48:42.9,0.00:06:58:233,-0.94,-0.14,-0.32,0.02486,-0.01422,-0.002147,-0.004808,-85.71,-9.25,60.99,19.34,57.84,0.02486,0.01516,0.009696,-16.046,-18.193,-20.134,0.03,-114.06,
48:42.9,0.00:06:58:264,-0.94,-0.14,-0.32,0.02485,-0.01421,-0.002154,-0.004809,-85.69,-9.25,61.01,19.35,57.85,0.02485,0.01516,0.009689,-16.047,-18.193,-20.137,0.03,-114.13,
48:42.9,0.00:06:58:295,-0.94,-0.14,-0.32,0.02485,-0.01422,-0.002153,-0.004807,-85.7,-9.24,61.03,19.35,57.88,0.02485,0.01517,0.009684,-16.047,-18.191,-20.14,0.03,-114.13,
48:43.0,0.00:06:58:327,-0.94,-0.14,-0.32,0.02484,-0.01421,-0.002154,-0.004814,-85.69,-9.26,61.04,19.38,57.88,0.02484,0.01516,0.009678,-16.049,-18.193,-20.142,0.03,-114.11,
48:43.0,0.00:06:58:374,-0.94,-0.14,-0.32,0.02484,-0.01422,-0.002164,-0.004812,-85.67,-9.25,61.06,19.37,57.9,0.02484,0.01517,0.009673,-16.049,-18.192,-20.145,0.03,-114.21,
48:43.0,0.00:06:58:405,-0.94,-0.14,-0.32,0.02483,-0.01422,-0.002166,-0.004811,-85.67,-9.25,61.08,19.37,57.92,0.02483,0.01517,0.009666,-16.05,-18.191,-20.147,0.03,-114.24,
48:43.1,0.00:06:58:436,-0.94,-0.14,-0.32,0.02482,-0.01421,-0.002176,-0.004812,-85.65,-9.25,61.08,19.39,57.92,0.02482,0.01516,0.009662,-16.051,-18.192,-20.149,0.03,-114.33,
48:43.1,0.00:06:58:467,-0.94,-0.14,-0.32,0.02481,-0.01421,-0.002175,-0.004816,-85.65,-9.26,61.08,19.41,57.92,0.02481,0.01516,0.009657,-16.053,-18.194,-20.152,0.03,-114.3,
48:43.1,0.00:06:58:498,-0.94,-0.14,-0.32,0.02482,-0.01422,-0.002172,-0.004816,-85.66,-9.26,61.13,19.41,57.96,0.02482,0.01517,0.009647,-16.053,-18.19,-20.156,0.03,-114.28,
48:43.2,0.00:06:58:530,-0.94,-0.14,-0.32,0.02481,-0.01421,-0.002189,-0.004817,-85.62,-9.26,61.13,19.41,57.97,0.02481,0.01517,0.009644,-16.053,-18.191,-20.157,0.03,-114.44,
48:43.2,0.00:06:58:579,-0.94,-0.14,-0.32,0.02481,-0.01421,-0.002186,-0.004818,-85.63,-9.26,61.13,19.42,57.96,0.02481,0.01516,0.009642,-16.054,-18.192,-20.158,0.03,-114.41,
48:43.2,0.00:06:58:605,-0.94,-0.14,-0.32,0.02481,-0.01422,-0.00218,-0.004819,-85.64,-9.26,61.15,19.43,57.98,0.02481,0.01517,0.009637,-16.054,-18.19,-20.161,0.03,-114.34,
48:43.3,0.00:06:58:639,-0.94,-0.14,-0.32,0.02479,-0.0142,-0.002185,-0.004821,-85.63,-9.27,61.14,19.45,57.96,0.02479,0.01516,0.009635,-16.057,-18.194,-20.161,0.03,-114.38,
48:43.3,0.00:06:58:668,-0.94,-0.14,-0.32,0.0248,-0.0142,-0.002198,-0.004824,-85.6,-9.28,61.14,19.45,57.96,0.0248,0.01516,0.009636,-16.056,-18.193,-20.161,0.03,-114.49,
48:43.3,0.00:06:58:698,-0.94,-0.14,-0.32,0.02478,-0.01418,-0.002189,-0.004825,-85.61,-9.29,61.1,19.47,57.92,0.02478,0.01514,0.00964,-16.059,-18.198,-20.159,0.03,-114.41,
48:43.4,0.00:06:58:736,-0.94,-0.14,-0.32,0.02479,-0.0142,-0.002194,-0.004825,-85.61,-9.28,61.12,19.46,57.94,0.02479,0.01515,0.00964,-16.057,-18.195,-20.159,0.03,-114.45,
48:43.4,0.00:06:58:769,-0.94,-0.15,-0.32,0.02479,-0.01419,-0.002212,-0.004821,-85.57,-9.28,61.1,19.45,57.92,0.02479,0.01515,0.009645,-16.057,-18.196,-20.157,0.03,-114.64,
48:43.4,0.00:06:58:807,-0.94,-0.15,-0.32,0.02479,-0.01418,-0.002209,-0.004825,-85.57,-9.29,61.08,19.47,57.89,0.02479,0.01514,0.009647,-16.058,-18.199,-20.156,0.03,-114.6,
48:43.5,0.00:06:58:838,-0.94,-0.15,-0.32,0.02479,-0.01418,-0.002213,-0.004822,-85.56,-9.29,61.07,19.45,57.89,0.02479,0.01514,0.009652,-16.057,-18.199,-20.154,0.03,-114.66,
48:43.5,0.00:06:58:868,-0.94,-0.15,-0.32,0.02479,-0.01418,-0.002221,-0.00482,-85.55,-9.28,61.07,19.44,57.89,0.02479,0.01514,0.009652,-16.057,-18.199,-20.154,0.03,-114.74,
48:43.5,0.00:06:58:901,-0.94,-0.15,-0.32,0.0248,-0.01419,-0.002214,-0.004819,-85.57,-9.28,61.08,19.43,57.9,0.0248,0.01515,0.009652,-16.056,-18.197,-20.154,0.03,-114.67,
48:43.6,0.00:06:58:940,-0.94,-0.15,-0.32,0.02479,-0.01418,-0.002215,-0.004817,-85.56,-9.28,61.05,19.43,57.88,0.02479,0.01514,0.009655,-16.057,-18.2,-20.152,0.03,-114.69,
48:43.6,0.00:06:58:971,-0.94,-0.15,-0.32,0.02479,-0.01418,-0.00222,-0.004819,-85.55,-9.28,61.07,19.44,57.9,0.02479,0.01514,0.00965,-16.057,-18.199,-20.155,0.03,-114.73,
48:43.6,0.00:06:59:008,-0.94,-0.15,-0.32,0.02479,-0.01418,-0.002223,-0.004816,-85.55,-9.27,61.08,19.43,57.91,0.02479,0.01514,0.009649,-16.057,-18.198,-20.155,0.03,-114.78,
48:43.7,0.00:06:59:040,-0.94,-0.15,-0.32,0.02479,-0.01418,-0.002218,-0.004818,-85.56,-9.28,61.07,19.44,57.9,0.02479,0.01514,0.009648,-16.058,-18.199,-20.155,0.03,-114.72,
48:43.7,0.00:06:59:071,-0.94,-0.15,-0.32,0.02479,-0.01419,-0.002223,-0.004813,-85.55,-9.26,61.09,19.41,57.93,0.02479,0.01515,0.009647,-16.056,-18.197,-20.156,0.03,-114.79,
48:43.7,0.00:06:59:104,-0.94,-0.15,-0.32,0.02479,-0.01419,-0.002218,-0.004813,-85.56,-9.26,61.1,19.41,57.93,0.02479,0.01515,0.009644,-16.057,-18.197,-20.157,0.03,-114.74,
48:43.8,0.00:06:59:142,-0.94,-0.15,-0.32,0.0248,-0.01419,-0.002222,-0.004811,-85.55,-9.26,61.11,19.4,57.94,0.0248,0.01515,0.009644,-16.056,-18.195,-20.157,0.03,-114.79,
48:43.8,0.00:06:59:172,-0.94,-0.15,-0.32,0.02479,-0.01419,-0.0022,-0.004813,-85.59,-9.26,61.1,19.42,57.93,0.02479,0.01515,0.009643,-16.057,-18.197,-20.158,0.03,-114.56,
48:43.8,0.00:06:59:209,-0.94,-0.15,-0.32,0.02479,-0.01419,-0.002218,-0.004811,-85.56,-9.26,61.1,19.41,57.94,0.02479,0.01515,0.009644,-16.056,-18.196,-20.157,0.03,-114.75,
48:43.9,0.00:06:59:239,-0.94,-0.15,-0.32,0.02479,-0.01419,-0.00222,-0.004815,-85.55,-9.27,61.1,19.42,57.93,0.02479,0.01515,0.009644,-16.057,-18.197,-20.158,0.03,-114.75,
48:43.9,0.00:06:59:276,-0.94,-0.15,-0.32,0.02479,-0.0142,-0.002208,-0.004813,-85.58,-9.26,61.12,19.41,57.95,0.02479,0.01515,0.009639,-16.057,-18.195,-20.159,0.03,-114.65,
48:43.9,0.00:06:59:307,-0.94,-0.15,-0.32,0.02479,-0.0142,-0.00221,-0.004814,-85.58,-9.26,61.13,19.42,57.96,0.02479,0.01515,0.009637,-16.057,-18.195,-20.16,0.03,-114.66,
48:44.0,0.00:06:59:344,-0.94,-0.15,-0.32,0.02479,-0.0142,-0.002211,-0.004815,-85.57,-9.26,61.13,19.42,57.96,0.02479,0.01516,0.009636,-16.057,-18.194,-20.161,0.03,-114.66,
48:44.0,0.00:06:59:374,-0.94,-0.15,-0.32,0.02479,-0.0142,-0.002203,-0.004815,-85.59,-9.26,61.13,19.42,57.97,0.02479,0.01516,0.009635,-16.057,-18.194,-20.161,0.03,-114.59,
48:44.0,0.00:06:59:415,-0.94,-0.14,-0.32,0.0248,-0.01421,-0.002191,-0.00482,-85.62,-9.27,61.16,19.44,57.99,0.0248,0.01517,0.00963,-16.056,-18.191,-20.164,0.03,-114.44,
48:44.1,0.00:06:59:447,-0.94,-0.14,-0.32,0.02479,-0.0142,-0.002197,-0.00482,-85.6,-9.27,61.15,19.44,57.98,0.02479,0.01516,0.00963,-16.057,-18.193,-20.164,0.03,-114.5,
48:44.1,0.00:06:59:478,-0.94,-0.14,-0.32,0.02479,-0.0142,-0.002196,-0.004824,-85.61,-9.28,61.16,19.46,57.98,0.02479,0.01516,0.009628,-16.057,-18.193,-20.165,0.03,-114.48,
49:00.8,0.00:07:16:121, No new data.,,,,,,,,,,,,,,,,,,,,
49:00.8,0.00:07:16:136,-0.94,-0.15,-0.3,0.02526,-0.01438,-0.002335,-0.004632,-85.39,-8.82,60.51,18.34,57.66,0.02526,0.01528,0.009976,-15.976,-18.158,-20.011,0.03,-116.76,
49:00.8,0.00:07:16:168,-0.94,-0.15,-0.3,0.02525,-0.01437,-0.00233,-0.004636,-85.4,-8.83,60.5,18.36,57.65,0.02525,0.01528,0.009975,-15.977,-18.159,-20.011,0.03,-116.68,
49:00.8,0.00:07:16:199,-0.94,-0.15,-0.3,0.02526,-0.01438,-0.002343,-0.004639,-85.37,-8.83,60.53,18.37,57.68,0.02526,0.01529,0.009969,-15.976,-18.157,-20.014,0.03,-116.8,
49:00.9,0.00:07:16:230,-0.94,-0.15,-0.3,0.02526,-0.01438,-0.002332,-0.004638,-85.4,-8.83,60.54,18.36,57.69,0.02526,0.01529,0.009966,-15.976,-18.155,-20.015,0.03,-116.69,
49:00.9,0.00:07:16:261,-0.94,-0.15,-0.3,0.02525,-0.01439,-0.002332,-0.004645,-85.4,-8.84,60.58,18.39,57.72,0.02525,0.0153,0.009955,-15.977,-18.153,-20.02,0.03,-116.66,
49:00.9,0.00:07:16:293,-0.94,-0.15,-0.3,0.02526,-0.0144,-0.00233,-0.004649,-85.41,-8.84,60.63,18.41,57.77,0.02526,0.01531,0.009944,-15.976,-18.149,-20.024,0.03,-116.62,
49:01.0,0.00:07:16:339,-0.94,-0.15,-0.3,0.02525,-0.0144,-0.002336,-0.004655,-85.39,-8.85,60.63,18.43,57.76,0.02525,0.01531,0.00994,-15.977,-18.15,-20.026,0.03,-116.66,
49:01.0,0.00:07:16:371,-0.94,-0.15,-0.3,0.02525,-0.0144,-0.002338,-0.004654,-85.39,-8.85,60.64,18.43,57.77,0.02525,0.01531,0.009936,-15.978,-18.15,-20.028,0.03,-116.68,
49:01.0,0.00:07:16:402,-0.94,-0.15,-0.3,0.02524,-0.0144,-0.002346,-0.004661,-85.37,-8.86,60.68,18.47,57.81,0.02524,0.01532,0.009925,-15.978,-18.148,-20.033,0.03,-116.71,
49:01.1,0.00:07:16:433,-0.94,-0.15,-0.3,0.02524,-0.0144,-0.002337,-0.004665,-85.39,-8.87,60.69,18.49,57.8,0.02524,0.01532,0.009922,-15.98,-18.149,-20.034,0.03,-116.61,
49:01.1,0.00:07:16:466,-0.94,-0.15,-0.3,0.02523,-0.0144,-0.002323,-0.004665,-85.42,-8.87,60.7,18.49,57.81,0.02523,0.01532,0.009917,-15.98,-18.149,-20.036,0.03,-116.47,
49:01.1,0.00:07:16:497,-0.94,-0.15,-0.3,0.02523,-0.0144,-0.002333,-0.004672,-85.4,-8.88,60.73,18.52,57.84,0.02523,0.01532,0.009907,-15.981,-18.147,-20.041,0.03,-116.53,
49:01.2,0.00:07:16:534,-0.94,-0.15,-0.31,0.02522,-0.0144,-0.002325,-0.004674,-85.41,-8.88,60.73,18.53,57.84,0.02522,0.01532,0.009903,-15.983,-18.149,-20.043,0.03,-116.45,
49:01.2,0.00:07:16:566,-0.94,-0.15,-0.31,0.02521,-0.01439,-0.002326,-0.004681,-85.41,-8.9,60.74,18.57,57.83,0.02521,0.01531,0.009898,-15.984,-18.15,-20.044,0.03,-116.42,
49:01.2,0.00:07:16:603,-0.94,-0.15,-0.31,0.02521,-0.0144,-0.002324,-0.004683,-85.42,-8.9,60.78,18.58,57.88,0.02521,0.01532,0.009885,-15.985,-18.147,-20.05,0.03,-116.4,
49:01.3,0.00:07:16:632,-0.94,-0.15,-0.31,0.0252,-0.0144,-0.002317,-0.004682,-85.43,-8.9,60.78,18.58,57.87,0.0252,0.01532,0.009883,-15.986,-18.148,-20.051,0.03,-116.33,
49:01.3,0.00:07:16:672,-0.94,-0.15,-0.31,0.02519,-0.01439,-0.002322,-0.004683,-85.42,-8.9,60.79,18.59,57.88,0.02519,0.01531,0.009879,-15.987,-18.149,-20.053,0.03,-116.37,
49:01.3,0.00:07:16:698,-0.94,-0.15,-0.31,0.02519,-0.01439,-0.002316,-0.004689,-85.43,-8.92,60.8,18.62,57.88,0.02519,0.01531,0.009873,-15.989,-18.15,-20.056,0.03,-116.29,
49:01.4,0.00:07:16:735,-0.94,-0.15,-0.31,0.02519,-0.01439,-0.00233,-0.004692,-85.4,-8.92,60.81,18.63,57.89,0.02519,0.01532,0.009869,-15.988,-18.148,-20.057,0.03,-116.41,
49:01.4,0.00:07:16:765,-0.94,-0.15,-0.31,0.02518,-0.01439,-0.002321,-0.004695,-85.42,-8.92,60.83,18.64,57.9,0.02518,0.01532,0.009864,-15.989,-18.148,-20.059,0.03,-116.31,
49:01.4,0.00:07:16:802,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002314,-0.004697,-85.43,-8.94,60.78,18.66,57.85,0.02517,0.0153,0.00987,-15.992,-18.154,-20.057,0.03,-116.23,
49:01.5,0.00:07:16:835,-0.94,-0.15,-0.31,0.02517,-0.01438,-0.002327,-0.004696,-85.4,-8.93,60.8,18.66,57.87,0.02517,0.0153,0.009866,-15.991,-18.152,-20.059,0.03,-116.36,
49:01.5,0.00:07:16:866,-0.94,-0.15,-0.31,0.02518,-0.01439,-0.00232,-0.004696,-85.42,-8.93,60.81,18.65,57.88,0.02518,0.01531,0.009866,-15.99,-18.15,-20.058,0.03,-116.29,
49:01.5,0.00:07:16:905,-0.94,-0.15,-0.31,0.02516,-0.01437,-0.002314,-0.004697,-85.43,-8.94,60.78,18.67,57.84,0.02516,0.01529,0.00987,-15.993,-18.155,-20.057,0.03,-116.23,
49:01.6,0.00:07:16:945,-0.94,-0.15,-0.31,0.02517,-0.01438,-0.002314,-0.004696,-85.43,-8.94,60.79,18.66,57.86,0.02517,0.0153,0.009867,-15.992,-18.153,-20.058,0.03,-116.23,
49:01.6,0.00:07:16:978,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002319,-0.0047,-85.42,-8.94,60.79,18.67,57.85,0.02517,0.0153,0.009869,-15.991,-18.153,-20.057,0.03,-116.26,
49:01.6,0.00:07:17:009,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002308,-0.004701,-85.44,-8.95,60.78,18.68,57.83,0.02517,0.0153,0.009872,-15.991,-18.154,-20.056,0.03,-116.15,
49:01.7,0.00:07:17:041,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002311,-0.004699,-85.43,-8.94,60.77,18.67,57.84,0.02517,0.0153,0.009873,-15.991,-18.154,-20.056,0.03,-116.19,
49:01.7,0.00:07:17:072,-0.94,-0.15,-0.31,0.02516,-0.01436,-0.002313,-0.004704,-85.42,-8.96,60.75,18.7,57.8,0.02516,0.01529,0.009876,-15.992,-18.157,-20.054,0.03,-116.18,
49:01.7,0.00:07:17:103,-0.94,-0.15,-0.31,0.02516,-0.01436,-0.002314,-0.004707,-85.42,-8.97,60.76,18.71,57.81,0.02516,0.01529,0.009874,-15.992,-18.156,-20.055,0.03,-116.18,
49:01.8,0.00:07:17:134,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002306,-0.004703,-85.44,-8.95,60.77,18.68,57.83,0.02517,0.0153,0.009875,-15.991,-18.154,-20.054,0.03,-116.12,
49:01.8,0.00:07:17:166,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002304,-0.004709,-85.45,-8.97,60.76,18.71,57.81,0.02517,0.01529,0.009876,-15.991,-18.155,-20.054,0.03,-116.07,
49:01.8,0.00:07:17:212,-0.94,-0.15,-0.31,0.02517,-0.01436,-0.002307,-0.004705,-85.44,-8.96,60.74,18.7,57.8,0.02517,0.01529,0.00988,-15.992,-18.156,-20.053,0.03,-116.12,
49:01.9,0.00:07:17:244,-0.94,-0.15,-0.31,0.02516,-0.01436,-0.002307,-0.004711,-85.44,-8.97,60.75,18.72,57.8,0.02516,0.01529,0.009877,-15.992,-18.156,-20.054,0.03,-116.09,
49:01.9,0.00:07:17:275,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.00231,-0.004709,-85.43,-8.97,60.77,18.71,57.81,0.02517,0.0153,0.009875,-15.991,-18.154,-20.055,0.03,-116.13,
49:01.9,0.00:07:17:306,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.0023,-0.004708,-85.45,-8.96,60.77,18.71,57.82,0.02517,0.0153,0.009876,-15.991,-18.154,-20.054,0.03,-116.04,
49:02.0,0.00:07:17:337,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002304,-0.004707,-85.45,-8.96,60.76,18.7,57.81,0.02517,0.0153,0.009878,-15.99,-18.154,-20.053,0.03,-116.08,
49:02.0,0.00:07:17:369,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002294,-0.00471,-85.46,-8.97,60.77,18.71,57.81,0.02517,0.01529,0.009875,-15.991,-18.155,-20.055,0.03,-115.97,
49:02.0,0.00:07:17:400,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002299,-0.004714,-85.46,-8.97,60.77,18.73,57.81,0.02517,0.0153,0.009875,-15.991,-18.154,-20.055,0.03,-115.99,
49:02.1,0.00:07:17:433,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002301,-0.004713,-85.45,-8.97,60.77,18.72,57.81,0.02517,0.0153,0.009874,-15.991,-18.154,-20.055,0.03,-116.02,
49:02.1,0.00:07:17:480,-0.94,-0.15,-0.31,0.02516,-0.01436,-0.002293,-0.004713,-85.46,-8.98,60.75,18.73,57.79,0.02516,0.01529,0.009877,-15.992,-18.157,-20.054,0.03,-115.94,
49:02.1,0.00:07:17:512,-0.94,-0.15,-0.31,0.02517,-0.01437,-0.002292,-0.004714,-85.47,-8.97,60.78,18.73,57.83,0.02517,0.0153,0.009871,-15.991,-18.153,-20.056,0.03,-115.93,
49:02.2,0.00:07:17:543,-0.94,-0.15,-0.31,0.02516,-0.01436,-0.00229,-0.004719,-85.47,-8.99,60.76,18.76,57.8,0.02516,0.01529,0.009872,-15.993,-18.157,-20.056,0.03,-115.88,
49:02.2,0.00:07:17:574,-0.94,-0.15,-0.31,0.02516,-0.01436,-0.002283,-0.004721,-85.48,-8.99,60.77,18.76,57.8,0.02516,0.01529,0.009871,-15.993,-18.156,-20.056,0.03,-115.81,
49:02.2,0.00:07:17:605,-0.94,-0.15,-0.31,0.02516,-0.01436,-0.002283,-0.004722,-85.48,-8.99,60.77,18.77,57.8,0.02516,0.01529,0.009869,-15.993,-18.156,-20.057,0.03,-115.8,
49:02.3,0.00:07:17:637,-0.94,-0.15,-0.31,0.02515,-0.01435,-0.002287,-0.004728,-85.47,-9.01,60.76,18.8,57.78,0.02515,0.01528,0.009868,-15.995,-18.158,-20.058,0.03,-115.81,
49:02.3,0.00:07:17:668,-0.94,-0.15,-0.31,0.02515,-0.01436,-0.002286,-0.004729,-85.48,-9.01,60.78,18.8,57.8,0.02515,0.01529,0.009864,-15.994,-18.156,-20.06,0.03,-115.8,
49:02.3,0.00:07:17:715,-0.94,-0.15,-0.31,0.02515,-0.01436,-0.002281,-0.004735,-85.49,-9.02,60.8,18.83,57.81,0.02515,0.01529,0.009859,-15.994,-18.155,-20.062,0.03,-115.72,
49:02.4,0.00:07:17:748,-0.94,-0.15,-0.31,0.02514,-0.01435,-0.002281,-0.004736,-85.48,-9.03,60.78,18.84,57.78,0.02514,0.01528,0.009861,-15.996,-18.159,-20.061,0.03,-115.72,
49:02.4,0.00:07:17:779,-0.94,-0.15,-0.31,0.02514,-0.01435,-0.002264,-0.004739,-85.52,-9.03,60.8,18.85,57.81,0.02514,0.01528,0.009853,-15.997,-18.158,-20.064,0.03,-115.53,
49:02.5,0.00:07:17:810,-0.94,-0.15,-0.31,0.02514,-0.01435,-0.002259,-0.004741,-85.53,-9.03,60.8,18.86,57.8,0.02514,0.01528,0.009852,-15.997,-18.158,-20.065,0.03,-115.48,
49:02.5,0.00:07:17:842,-0.94,-0.15,-0.31,0.02514,-0.01436,-0.002264,-0.004744,-85.52,-9.04,60.82,18.87,57.82,0.02514,0.01529,0.009848,-15.997,-18.156,-20.067,0.03,-115.51,
49:02.5,0.00:07:17:873,-0.94,-0.15,-0.31,0.02513,-0.01435,-0.002253,-0.004748,-85.54,-9.05,60.83,18.9,57.82,0.02513,0.01529,0.009844,-15.998,-18.157,-20.068,0.03,-115.38,
49:02.5,0.00:07:17:904,-0.94,-0.15,-0.31,0.02512,-0.01435,-0.002253,-0.004745,-85.54,-9.05,60.81,18.89,57.8,0.02512,0.01528,0.009846,-15.999,-18.159,-20.067,0.03,-115.4,
49:02.6,0.00:07:17:951,-0.94,-0.15,-0.31,0.02512,-0.01434,-0.002249,-0.004752,-85.54,-9.06,60.8,18.92,57.78,0.02512,0.01527,0.009846,-16,-18.161,-20.067,0.03,-115.33,
49:02.6,0.00:07:17:982,-0.94,-0.15,-0.31,0.02512,-0.01434,-0.002252,-0.004753,-85.54,-9.06,60.82,18.92,57.8,0.02512,0.01528,0.009843,-16,-18.16,-20.069,0.03,-115.35,
49:02.6,0.00:07:18:013,-0.94,-0.15,-0.31,0.02512,-0.01434,-0.002243,-0.004753,-85.56,-9.06,60.83,18.92,57.81,0.02512,0.01528,0.009838,-16.001,-18.16,-20.071,0.03,-115.27,
49:02.7,0.00:07:18:045,-0.94,-0.15,-0.31,0.0251,-0.01434,-0.002234,-0.004757,-85.57,-9.07,60.83,18.95,57.8,0.0251,0.01527,0.009834,-16.002,-18.161,-20.073,0.03,-115.16,
49:02.7,0.00:07:18:076,-0.94,-0.15,-0.31,0.0251,-0.01434,-0.00223,-0.004763,-85.58,-9.09,60.85,18.98,57.82,0.0251,0.01527,0.009827,-16.003,-18.16,-20.076,0.03,-115.09,
