Time[date hh:mm:ss], Elapsed Time [hh:mm:ss:ms], Normalized s 1 , Normalized s 2 , Normalized s 3 , S 0 [mW], S 1 [mW], S 2 [mW], S 3 [mW], Azimuth[°] , Ellipticity[°] , DOP[%] , DOCP[%] , DOLP[%] , Power[mW] , Pol Power[mW] , Unpol Power[mW] , Power[dBm] , Pol Power[dBm] , Unpol Power[dBm] , Power-Split-Ratio , Phase Difference[°] ,
48:34.2,0.00:06:49:528,-0.94,-0.14,-0.32,0.02454,-0.01411,-0.00213,-0.00479,-85.71,-9.28,61.34,19.52,58.15,0.02454,0.01505,0.009486,-16.102,-18.224,-20.229,0.03,-113.97,
48:34.2,0.00:06:49:560,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.002138,-0.004799,-85.69,-9.3,61.34,19.56,58.13,0.02453,0.01505,0.009486,-16.102,-18.225,-20.229,0.03,-114.02,
48:34.2,0.00:06:49:592,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.002145,-0.004802,-85.67,-9.3,61.34,19.57,58.13,0.02453,0.01505,0.009484,-16.103,-18.225,-20.23,0.03,-114.07,
48:34.3,0.00:06:49:623,-0.94,-0.14,-0.32,0.02453,-0.01409,-0.002149,-0.004806,-85.67,-9.32,61.33,19.59,58.12,0.02453,0.01505,0.009486,-16.103,-18.226,-20.229,0.03,-114.09,
48:34.3,0.00:06:49:655,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.002153,-0.004807,-85.66,-9.32,61.33,19.6,58.12,0.02453,0.01505,0.009486,-16.102,-18.225,-20.229,0.03,-114.13,
48:34.3,0.00:06:49:686,-0.94,-0.14,-0.32,0.02453,-0.0141,-0.002154,-0.00481,-85.66,-9.32,61.34,19.61,58.12,0.02453,0.01505,0.009484,-16.103,-18.225,-20.23,0.03,-114.12,
48:34.4,0.00:06:49:733,-0.94,-0.14,-0.32,0.02453,-0.01409,-0.002168,-0.004816,-85.63,-9.33,61.36,19.63,58.14,0.02453,0.01505,0.009478,-16.103,-18.224,-20.233,0.03,-114.24,
48:34.4,0.00:06:49:764,-0.94,-0.14,-0.32,0.02452,-0.01409,-0.002161,-0.004818,-85.64,-9.34,61.37,19.65,58.14,0.02452,0.01505,0.009475,-16.104,-18.225,-20.234,0.03,-114.15,
48:34.4,0.00:06:49:795,-0.94,-0.14,-0.32,0.02452,-0.01408,-0.002165,-0.004824,-85.63,-9.35,61.35,19.68,58.11,0.02452,0.01504,0.009475,-16.105,-18.227,-20.234,0.03,-114.17,
48:34.5,0.00:06:49:828,-0.94,-0.14,-0.32,0.02452,-0.01409,-0.002175,-0.004826,-85.61,-9.35,61.37,19.68,58.13,0.02452,0.01505,0.009472,-16.105,-18.225,-20.235,0.03,-114.26,
48:34.5,0.00:06:49:859,-0.94,-0.14,-0.32,0.02452,-0.01409,-0.002174,-0.004828,-85.62,-9.35,61.39,19.69,58.15,0.02452,0.01506,0.009468,-16.104,-18.223,-20.237,0.03,-114.24,
48:34.5,0.00:06:49:890,-0.94,-0.14,-0.32,0.02452,-0.01409,-0.002175,-0.00483,-85.61,-9.36,61.39,19.7,58.14,0.02452,0.01505,0.009468,-16.105,-18.224,-20.237,0.03,-114.24,
48:34.6,0.00:06:49:937,-0.94,-0.15,-0.32,0.02452,-0.01409,-0.002192,-0.004831,-85.58,-9.36,61.39,19.7,58.14,0.02452,0.01505,0.009468,-16.105,-18.224,-20.238,0.03,-114.4,
48:34.6,0.00:06:49:968,-0.94,-0.15,-0.32,0.02452,-0.01408,-0.002195,-0.004832,-85.57,-9.37,61.38,19.71,58.13,0.02452,0.01505,0.009471,-16.105,-18.225,-20.236,0.03,-114.43,
48:34.6,0.00:06:49:999,-0.94,-0.15,-0.32,0.02451,-0.01408,-0.002192,-0.004833,-85.57,-9.37,61.37,19.72,58.11,0.02451,0.01504,0.00947,-16.106,-18.227,-20.236,0.03,-114.4,
48:34.7,0.00:06:50:031,-0.94,-0.15,-0.32,0.02452,-0.01408,-0.002193,-0.004832,-85.57,-9.36,61.37,19.71,58.12,0.02452,0.01505,0.009472,-16.105,-18.225,-20.236,0.03,-114.42,
48:34.7,0.00:06:50:062,-0.94,-0.15,-0.32,0.02452,-0.01408,-0.002194,-0.004832,-85.57,-9.36,61.38,19.71,58.13,0.02452,0.01505,0.009469,-16.105,-18.225,-20.237,0.03,-114.42,
48:34.7,0.00:06:50:093,-0.94,-0.15,-0.32,0.02451,-0.01407,-0.0022,-0.00483,-85.56,-9.37,61.35,19.71,58.1,0.02451,0.01504,0.009474,-16.106,-18.228,-20.235,0.03,-114.48,
48:34.8,0.00:06:50:124,-0.94,-0.15,-0.32,0.02451,-0.01407,-0.002204,-0.004829,-85.55,-9.37,61.35,19.7,58.1,0.02451,0.01504,0.009474,-16.107,-18.229,-20.235,0.03,-114.53,
48:34.8,0.00:06:50:171,-0.94,-0.15,-0.32,0.02451,-0.01407,-0.002198,-0.004828,-85.56,-9.36,61.35,19.69,58.1,0.02451,0.01504,0.009475,-16.106,-18.228,-20.234,0.03,-114.48,
48:34.8,0.00:06:50:203,-0.94,-0.15,-0.32,0.02451,-0.01407,-0.002202,-0.004822,-85.55,-9.35,61.35,19.67,58.11,0.02451,0.01504,0.009475,-16.106,-18.228,-20.234,0.03,-114.54,
48:34.9,0.00:06:50:234,-0.94,-0.15,-0.32,0.02452,-0.01408,-0.002203,-0.004827,-85.55,-9.36,61.37,19.69,58.12,0.02452,0.01505,0.009472,-16.105,-18.226,-20.236,0.03,-114.54,
48:34.9,0.00:06:50:265,-0.94,-0.15,-0.32,0.02452,-0.01408,-0.002195,-0.004821,-85.57,-9.34,61.36,19.66,58.12,0.02452,0.01505,0.009475,-16.105,-18.226,-20.234,0.03,-114.48,
48:34.9,0.00:06:50:296,-0.94,-0.15,-0.32,0.02451,-0.01407,-0.002197,-0.004821,-85.56,-9.35,61.33,19.67,58.09,0.02451,0.01503,0.009481,-16.106,-18.229,-20.232,0.03,-114.5,
48:35.0,0.00:06:50:328,-0.94,-0.15,-0.32,0.02451,-0.01407,-0.002191,-0.004818,-85.57,-9.35,61.31,19.65,58.08,0.02451,0.01503,0.009483,-16.106,-18.231,-20.231,0.03,-114.46,
48:35.0,0.00:06:50:374,-0.94,-0.15,-0.32,0.02452,-0.01408,-0.002187,-0.00482,-85.58,-9.35,61.34,19.66,58.1,0.02452,0.01504,0.009479,-16.105,-18.228,-20.232,0.03,-114.41,
48:35.0,0.00:06:50:406,-0.94,-0.15,-0.32,0.02453,-0.01407,-0.002201,-0.004815,-85.56,-9.34,61.31,19.63,58.08,0.02453,0.01504,0.00949,-16.104,-18.229,-20.227,0.03,-114.57,
48:35.1,0.00:06:50:437,-0.94,-0.15,-0.32,0.02452,-0.01406,-0.002193,-0.004817,-85.57,-9.35,61.28,19.65,58.05,0.02452,0.01503,0.009493,-16.105,-18.232,-20.226,0.03,-114.48,
48:35.1,0.00:06:50:468,-0.94,-0.15,-0.32,0.02453,-0.01407,-0.002193,-0.004817,-85.57,-9.34,61.29,19.64,58.06,0.02453,0.01503,0.009495,-16.103,-18.229,-20.225,0.03,-114.48,
48:35.1,0.00:06:50:499,-0.94,-0.15,-0.32,0.02454,-0.01407,-0.002195,-0.004817,-85.57,-9.34,61.28,19.63,58.05,0.02454,0.01504,0.009499,-16.102,-18.229,-20.223,0.03,-114.5,
48:35.2,0.00:06:50:531,-0.94,-0.15,-0.32,0.02454,-0.01408,-0.002195,-0.004815,-85.57,-9.33,61.29,19.62,58.06,0.02454,0.01504,0.009501,-16.101,-18.227,-20.222,0.03,-114.5,
48:35.2,0.00:06:50:562,-0.94,-0.15,-0.32,0.02454,-0.01407,-0.002193,-0.004817,-85.57,-9.35,61.25,19.63,58.02,0.02454,0.01503,0.009511,-16.101,-18.23,-20.218,0.03,-114.48,
48:35.2,0.00:06:50:609,-0.94,-0.15,-0.32,0.02455,-0.01407,-0.002196,-0.004816,-85.56,-9.34,61.24,19.62,58.01,0.02455,0.01503,0.009515,-16.1,-18.23,-20.216,0.03,-114.51,
48:35.3,0.00:06:50:640,-0.94,-0.14,-0.32,0.02455,-0.01407,-0.002176,-0.004815,-85.61,-9.34,61.23,19.61,58.01,0.02455,0.01503,0.009518,-16.099,-18.229,-20.215,0.03,-114.32,
48:35.3,0.00:06:50:671,-0.94,-0.15,-0.32,0.02455,-0.01407,-0.002181,-0.004814,-85.59,-9.34,61.21,19.61,57.99,0.02455,0.01503,0.009524,-16.099,-18.231,-20.212,0.03,-114.37,
48:35.3,0.00:06:50:703,-0.94,-0.15,-0.32,0.02456,-0.01407,-0.002186,-0.004817,-85.59,-9.34,61.21,19.61,57.98,0.02456,0.01504,0.009528,-16.097,-18.229,-20.21,0.03,-114.41,
48:35.4,0.00:06:50:734,-0.94,-0.15,-0.32,0.02457,-0.01408,-0.002195,-0.004811,-85.57,-9.33,61.21,19.58,57.99,0.02457,0.01504,0.009531,-16.096,-18.228,-20.209,0.03,-114.52,
48:35.4,0.00:06:50:765,-0.94,-0.15,-0.32,0.02457,-0.01408,-0.002195,-0.004812,-85.57,-9.33,61.2,19.58,57.98,0.02457,0.01504,0.009535,-16.095,-18.228,-20.207,0.03,-114.52,
48:35.4,0.00:06:50:796,-0.94,-0.15,-0.32,0.02458,-0.01408,-0.002196,-0.004811,-85.57,-9.33,61.19,19.58,57.97,0.02458,0.01504,0.009539,-16.095,-18.228,-20.205,0.03,-114.54,
48:35.5,0.00:06:50:843,-0.94,-0.15,-0.32,0.02458,-0.01408,-0.002193,-0.004812,-85.57,-9.33,61.18,19.58,57.97,0.02458,0.01504,0.009542,-16.094,-18.227,-20.204,0.03,-114.5,
48:35.5,0.00:06:50:874,-0.94,-0.15,-0.32,0.02459,-0.01408,-0.00219,-0.004809,-85.58,-9.32,61.18,19.56,57.97,0.02459,0.01504,0.009545,-16.093,-18.227,-20.202,0.03,-114.49,
48:35.5,0.00:06:50:906,-0.94,-0.15,-0.32,0.02459,-0.01409,-0.002186,-0.004808,-85.59,-9.32,61.17,19.55,57.96,0.02459,0.01504,0.009549,-16.092,-18.226,-20.2,0.03,-114.45,
48:35.6,0.00:06:50:937,-0.94,-0.15,-0.32,0.02459,-0.01408,-0.002185,-0.004809,-85.59,-9.33,61.15,19.56,57.94,0.02459,0.01504,0.009552,-16.093,-18.229,-20.199,0.03,-114.44,
48:35.6,0.00:06:50:968,-0.94,-0.14,-0.32,0.02459,-0.01408,-0.002177,-0.00481,-85.61,-9.33,61.15,19.56,57.93,0.02459,0.01504,0.009554,-16.093,-18.229,-20.198,0.03,-114.35,
48:35.6,0.00:06:50:999,-0.94,-0.15,-0.32,0.02461,-0.0141,-0.002187,-0.0048,-85.59,-9.3,61.16,19.51,57.97,0.02461,0.01505,0.009558,-16.089,-18.224,-20.196,0.03,-114.5,
48:35.7,0.00:06:51:046,-0.94,-0.15,-0.32,0.02461,-0.01409,-0.002195,-0.004801,-85.57,-9.31,61.14,19.51,57.94,0.02461,0.01504,0.009562,-16.09,-18.227,-20.194,0.03,-114.56,
48:35.7,0.00:06:51:078,-0.94,-0.15,-0.32,0.02461,-0.01409,-0.002186,-0.004801,-85.59,-9.3,61.14,19.51,57.94,0.02461,0.01505,0.009564,-16.089,-18.226,-20.194,0.03,-114.48,
48:35.7,0.00:06:51:109,-0.94,-0.15,-0.32,0.02461,-0.01408,-0.00219,-0.004798,-85.58,-9.3,61.12,19.5,57.92,0.02461,0.01504,0.009568,-16.089,-18.228,-20.192,0.03,-114.53,
48:35.8,0.00:06:51:140,-0.94,-0.15,-0.32,0.02462,-0.01409,-0.002182,-0.004795,-85.6,-9.29,61.13,19.48,57.94,0.02462,0.01505,0.009569,-16.088,-18.226,-20.191,0.03,-114.47,
48:35.8,0.00:06:51:171,-0.94,-0.15,-0.32,0.02461,-0.01409,-0.002189,-0.004795,-85.58,-9.3,61.12,19.48,57.93,0.02461,0.01504,0.009571,-16.088,-18.227,-20.191,0.03,-114.53,
48:35.8,0.00:06:51:212,-0.94,-0.15,-0.32,0.02462,-0.01409,-0.002188,-0.004788,-85.59,-9.28,61.11,19.45,57.93,0.02462,0.01504,0.009573,-16.088,-18.227,-20.189,0.03,-114.56,
48:35.9,0.00:06:51:245,-0.94,-0.15,-0.32,0.02462,-0.01409,-0.002191,-0.004783,-85.58,-9.27,61.11,19.43,57.94,0.02462,0.01504,0.009574,-16.087,-18.226,-20.189,0.03,-114.61,
48:35.9,0.00:06:51:274,-0.94,-0.15,-0.32,0.02462,-0.01409,-0.002189,-0.004782,-85.59,-9.27,61.09,19.43,57.92,0.02462,0.01504,0.009577,-16.088,-18.228,-20.187,0.03,-114.59,
48:35.9,0.00:06:51:312,-0.94,-0.15,-0.32,0.02462,-0.01409,-0.002199,-0.004773,-85.57,-9.25,61.09,19.39,57.93,0.02462,0.01504,0.009578,-16.088,-18.228,-20.187,0.03,-114.74,
48:36.0,0.00:06:51:342,-0.94,-0.15,-0.32,0.02461,-0.01409,-0.002195,-0.004771,-85.57,-9.25,61.11,19.38,57.95,0.02461,0.01504,0.009574,-16.088,-18.227,-20.189,0.03,-114.71,
48:36.0,0.00:06:51:380,-0.94,-0.15,-0.32,0.02461,-0.0141,-0.002199,-0.004765,-85.57,-9.23,61.11,19.36,57.96,0.02461,0.01504,0.009572,-16.088,-18.227,-20.19,0.03,-114.78,
48:36.0,0.00:06:51:412,-0.94,-0.15,-0.32,0.02462,-0.0141,-0.002208,-0.00476,-85.55,-9.22,61.13,19.34,57.99,0.02462,0.01505,0.009569,-16.088,-18.225,-20.192,0.03,-114.89,
48:36.1,0.00:06:51:441,-0.94,-0.15,-0.32,0.02461,-0.0141,-0.002199,-0.004756,-85.57,-9.22,61.12,19.32,57.98,0.02461,0.01504,0.00957,-16.088,-18.227,-20.191,0.03,-114.82,
48:36.1,0.00:06:51:481,-0.94,-0.15,-0.32,0.02461,-0.01409,-0.002202,-0.004753,-85.56,-9.22,61.09,19.32,57.96,0.02461,0.01503,0.009574,-16.089,-18.229,-20.189,0.03,-114.86,
48:36.1,0.00:06:51:516,-0.94,-0.15,-0.32,0.02461,-0.0141,-0.002214,-0.00475,-85.54,-9.2,61.12,19.3,57.99,0.02461,0.01504,0.009571,-16.088,-18.227,-20.191,0.03,-114.99,
48:36.2,0.00:06:51:545,-0.94,-0.15,-0.32,0.02461,-0.0141,-0.002209,-0.004749,-85.55,-9.2,61.11,19.29,57.99,0.02461,0.01504,0.009572,-16.088,-18.227,-20.19,0.03,-114.94,
48:36.2,0.00:06:51:583,-0.94,-0.15,-0.32,0.02461,-0.01409,-0.00222,-0.004752,-85.53,-9.21,61.1,19.31,57.97,0.02461,0.01504,0.009575,-16.088,-18.228,-20.189,0.03,-115.04,
48:36.3,0.00:06:51:618,-0.94,-0.15,-0.32,0.02462,-0.01409,-0.002217,-0.004749,-85.53,-9.2,61.08,19.29,57.96,0.02462,0.01504,0.009581,-16.087,-18.228,-20.186,0.03,-115.02,
48:36.3,0.00:06:51:644,-0.94,-0.15,-0.32,0.02462,-0.01409,-0.002213,-0.004753,-85.54,-9.22,61.06,19.31,57.93,0.02462,0.01503,0.009585,-16.088,-18.23,-20.184,0.03,-114.96,
48:36.3,0.00:06:51:680,-0.94,-0.15,-0.32,0.02463,-0.0141,-0.00222,-0.004753,-85.53,-9.21,61.07,19.3,57.95,0.02463,0.01504,0.009586,-16.086,-18.227,-20.184,0.03,-115.04,
48:36.3,0.00:06:51:711,-0.94,-0.15,-0.32,0.02463,-0.0141,-0.00222,-0.004753,-85.53,-9.21,61.08,19.29,57.96,0.02463,0.01505,0.009587,-16.085,-18.226,-20.183,0.03,-115.04,
48:36.4,0.00:06:51:742,-0.94,-0.15,-0.32,0.02463,-0.0141,-0.002227,-0.004751,-85.51,-9.21,61.07,19.29,57.94,0.02463,0.01504,0.00959,-16.085,-18.227,-20.182,0.03,-115.12,
48:36.4,0.00:06:51:789,-0.94,-0.15,-0.32,0.02464,-0.01411,-0.002226,-0.004753,-85.52,-9.2,61.08,19.29,57.95,0.02464,0.01505,0.009591,-16.083,-18.225,-20.181,0.03,-115.09,
48:36.5,0.00:06:51:820,-0.94,-0.15,-0.32,0.02464,-0.0141,-0.002225,-0.004758,-85.52,-9.22,61.06,19.31,57.93,0.02464,0.01505,0.009596,-16.083,-18.225,-20.179,0.03,-115.06,
48:36.5,0.00:06:51:856,-0.94,-0.15,-0.32,0.02465,-0.01411,-0.002223,-0.00476,-85.52,-9.22,61.06,19.31,57.93,0.02465,0.01505,0.009598,-16.082,-18.224,-20.178,0.03,-115.03,
48:36.5,0.00:06:51:887,-0.94,-0.15,-0.32,0.02465,-0.0141,-0.002226,-0.004763,-85.51,-9.23,61.04,19.32,57.9,0.02465,0.01504,0.009603,-16.082,-18.226,-20.176,0.03,-115.05,
48:36.5,0.00:06:51:918,-0.94,-0.15,-0.32,0.02466,-0.01411,-0.002227,-0.004767,-85.52,-9.23,61.07,19.33,57.93,0.02466,0.01506,0.009599,-16.081,-18.222,-20.178,0.03,-115.04,
48:36.6,0.00:06:51:950,-0.94,-0.15,-0.32,0.02467,-0.01411,-0.002227,-0.004774,-85.52,-9.24,61.07,19.35,57.92,0.02467,0.01506,0.009603,-16.079,-18.221,-20.176,0.03,-115.01,
48:36.6,0.00:06:51:981,-0.94,-0.15,-0.32,0.02467,-0.01412,-0.002224,-0.004782,-85.52,-9.25,61.09,19.38,57.94,0.02467,0.01507,0.0096,-16.078,-18.218,-20.177,0.03,-114.94,
48:36.6,0.00:06:52:012,-0.94,-0.15,-0.32,0.02468,-0.01413,-0.002229,-0.00479,-85.52,-9.26,61.11,19.41,57.95,0.02468,0.01508,0.009597,-16.077,-18.215,-20.179,0.03,-114.96,
48:36.7,0.00:06:52:059,-0.94,-0.15,-0.32,0.02469,-0.01413,-0.002227,-0.004799,-85.52,-9.27,61.13,19.44,57.95,0.02469,0.01509,0.009596,-16.076,-18.213,-20.179,0.03,-114.9,
48:36.7,0.00:06:52:090,-0.94,-0.15,-0.32,0.02469,-0.01414,-0.002223,-0.004812,-85.53,-9.29,61.16,19.49,57.97,0.02469,0.0151,0.009589,-16.076,-18.211,-20.182,0.03,-114.8,
48:36.8,0.00:06:52:123,-0.94,-0.15,-0.32,0.0247,-0.01415,-0.002228,-0.004819,-85.53,-9.3,61.19,19.51,57.99,0.0247,0.01511,0.009586,-16.074,-18.207,-20.184,0.03,-114.81,
48:36.8,0.00:06:52:154,-0.94,-0.15,-0.32,0.02471,-0.01416,-0.002214,-0.004834,-85.56,-9.32,61.22,19.57,58.01,0.02471,0.01513,0.009581,-16.072,-18.202,-20.186,0.03,-114.61,
48:36.8,0.00:06:52:185,-0.94,-0.15,-0.32,0.02472,-0.01417,-0.002213,-0.004838,-85.56,-9.32,61.24,19.57,58.03,0.02472,0.01514,0.00958,-16.07,-18.2,-20.186,0.03,-114.58,
48:36.8,0.00:06:52:216,-0.94,-0.15,-0.32,0.02472,-0.01418,-0.002209,-0.004852,-85.57,-9.34,61.27,19.62,58.04,0.02472,0.01515,0.009575,-16.069,-18.196,-20.189,0.03,-114.48,
48:36.9,0.00:06:52:263,-0.94,-0.15,-0.32,0.02473,-0.01419,-0.002209,-0.004862,-85.58,-9.35,61.28,19.65,58.04,0.02473,0.01516,0.009577,-16.067,-18.194,-20.188,0.03,-114.43,
48:36.9,0.00:06:52:295,-0.94,-0.15,-0.32,0.02475,-0.0142,-0.002212,-0.004868,-85.57,-9.36,61.29,19.67,58.05,0.02475,0.01517,0.009579,-16.065,-18.19,-20.187,0.03,-114.44,
48:37.0,0.00:06:52:326,-0.94,-0.15,-0.32,0.02476,-0.0142,-0.002209,-0.004877,-85.58,-9.37,61.31,19.7,58.06,0.02476,0.01518,0.009579,-16.063,-18.187,-20.187,0.03,-114.37,
48:37.0,0.00:06:52:358,-0.94,-0.15,-0.32,0.02477,-0.01421,-0.00221,-0.004884,-85.58,-9.38,61.33,19.72,58.07,0.02477,0.01519,0.009579,-16.061,-18.185,-20.187,0.03,-114.35,
48:37.0,0.00:06:52:389,-0.94,-0.14,-0.32,0.02478,-0.01423,-0.002192,-0.00489,-85.62,-9.38,61.36,19.74,58.1,0.02478,0.0152,0.009572,-16.06,-18.181,-20.19,0.03,-114.15,
48:37.1,0.00:06:52:421,-0.94,-0.14,-0.32,0.02478,-0.01423,-0.002189,-0.004897,-85.63,-9.39,61.38,19.76,58.11,0.02478,0.01521,0.00957,-16.059,-18.178,-20.191,0.03,-114.09,
48:37.1,0.00:06:52:452,-0.94,-0.14,-0.32,0.02477,-0.01424,-0.002191,-0.0049,-85.63,-9.39,61.43,19.78,58.16,0.02477,0.01522,0.009554,-16.06,-18.177,-20.198,0.03,-114.09,
48:37.1,0.00:06:52:499,-0.94,-0.14,-0.32,0.02477,-0.01425,-0.002191,-0.00491,-85.63,-9.41,61.48,19.83,58.2,0.02477,0.01523,0.00954,-16.061,-18.174,-20.204,0.03,-114.04,
48:37.2,0.00:06:52:530,-0.94,-0.14,-0.32,0.02477,-0.01426,-0.002186,-0.004906,-85.64,-9.39,61.51,19.81,58.23,0.02477,0.01523,0.009533,-16.061,-18.172,-20.208,0.03,-114.02,
48:37.2,0.00:06:52:561,-0.94,-0.14,-0.32,0.02477,-0.01426,-0.002181,-0.004909,-85.65,-9.4,61.51,19.82,58.23,0.02477,0.01524,0.009535,-16.06,-18.171,-20.207,0.03,-113.95,
48:37.2,0.00:06:52:593,-0.94,-0.14,-0.32,0.02478,-0.01427,-0.002184,-0.004915,-85.65,-9.4,61.54,19.83,58.26,0.02478,0.01525,0.009532,-16.058,-18.167,-20.208,0.03,-113.96,
48:37.3,0.00:06:52:624,-0.94,-0.14,-0.32,0.02479,-0.01428,-0.002177,-0.004917,-85.66,-9.4,61.54,19.84,58.26,0.02479,0.01526,0.009533,-16.057,-18.166,-20.208,0.03,-113.88,
48:37.3,0.00:06:52:655,-0.94,-0.14,-0.32,0.02479,-0.01427,-0.002173,-0.004916,-85.67,-9.4,61.53,19.83,58.25,0.02479,0.01525,0.009535,-16.058,-18.167,-20.207,0.03,-113.85,
48:37.3,0.00:06:52:702,-0.94,-0.14,-0.32,0.02479,-0.01427,-0.002168,-0.004919,-85.68,-9.41,61.54,19.85,58.25,0.02479,0.01525,0.009533,-16.058,-18.166,-20.207,0.03,-113.79,
48:37.4,0.00:06:52:733,-0.94,-0.14,-0.32,0.02479,-0.01428,-0.002178,-0.004923,-85.67,-9.41,61.56,19.86,58.27,0.02479,0.01526,0.00953,-16.057,-18.163,-20.209,0.03,-113.86,
48:37.4,0.00:06:52:764,-0.94,-0.14,-0.32,0.02479,-0.01428,-0.002169,-0.004923,-85.68,-9.41,61.56,19.85,58.27,0.02479,0.01526,0.009532,-16.056,-18.164,-20.208,0.03,-113.78,
48:37.4,0.00:06:52:796,-0.94,-0.14,-0.32,0.0248,-0.01429,-0.002179,-0.004925,-85.66,-9.41,61.57,19.86,58.28,0.0248,0.01527,0.009529,-16.056,-18.162,-20.21,0.03,-113.87,
48:37.5,0.00:06:52:827,-0.94,-0.14,-0.32,0.0248,-0.01429,-0.002165,-0.004928,-85.69,-9.41,61.59,19.88,58.3,0.0248,0.01527,0.009524,-16.056,-18.161,-20.212,0.03,-113.72,
48:37.5,0.00:06:52:858,-0.94,-0.14,-0.32,0.02481,-0.0143,-0.002163,-0.004925,-85.7,-9.4,61.6,19.85,58.31,0.02481,0.01528,0.009525,-16.055,-18.159,-20.212,0.03,-113.71,
48:37.5,0.00:06:52:905,-0.94,-0.14,-0.32,0.0248,-0.0143,-0.002166,-0.004931,-85.69,-9.41,61.61,19.88,58.31,0.0248,0.01528,0.00952,-16.056,-18.159,-20.214,0.03,-113.71,
48:37.6,0.00:06:52:936,-0.94,-0.14,-0.32,0.0248,-0.0143,-0.002168,-0.004931,-85.69,-9.41,61.61,19.89,58.32,0.0248,0.01528,0.009519,-16.056,-18.159,-20.214,0.03,-113.73,
48:37.6,0.00:06:52:967,-0.94,-0.14,-0.32,0.0248,-0.0143,-0.002167,-0.004927,-85.69,-9.41,61.62,19.87,58.33,0.0248,0.01528,0.009517,-16.056,-18.159,-20.215,0.03,-113.74,
48:37.6,0.00:06:52:999,-0.94,-0.14,-0.32,0.0248,-0.01431,-0.002166,-0.00493,-85.7,-9.41,61.64,19.88,58.35,0.0248,0.01529,0.009512,-16.056,-18.157,-20.217,0.03,-113.71,
48:37.7,0.00:06:53:030,-0.94,-0.14,-0.32,0.0248,-0.01431,-0.00216,-0.00493,-85.71,-9.41,61.66,19.88,58.37,0.0248,0.01529,0.009508,-16.056,-18.156,-20.219,0.03,-113.66,
48:37.7,0.00:06:53:061,-0.94,-0.14,-0.32,0.02479,-0.01429,-0.002163,-0.004935,-85.7,-9.42,61.63,19.91,58.33,0.02479,0.01528,0.009509,-16.058,-18.16,-20.219,0.03,-113.67,
48:37.7,0.00:06:53:108,-0.94,-0.14,-0.32,0.02479,-0.01431,-0.002165,-0.004934,-85.7,-9.41,61.66,19.9,58.37,0.02479,0.01529,0.009505,-16.057,-18.156,-20.221,0.03,-113.69,
48:37.8,0.00:06:53:139,-0.94,-0.14,-0.32,0.02479,-0.01431,-0.002168,-0.004934,-85.69,-9.41,61.68,19.9,58.39,0.02479,0.01529,0.0095,-16.057,-18.155,-20.223,0.03,-113.72,
48:37.8,0.00:06:53:171,-0.94,-0.14,-0.32,0.02479,-0.01431,-0.002161,-0.004934,-85.71,-9.41,61.68,19.9,58.38,0.02479,0.01529,0.009497,-16.058,-18.156,-20.224,0.03,-113.65,
48:37.8,0.00:06:53:202,-0.94,-0.14,-0.32,0.02479,-0.01431,-0.002168,-0.004931,-85.69,-9.41,61.69,19.89,58.4,0.02479,0.01529,0.009495,-16.058,-18.156,-20.225,0.03,-113.74,
48:37.9,0.00:06:53:233,-0.94,-0.14,-0.32,0.02478,-0.0143,-0.002168,-0.004931,-85.69,-9.41,61.69,19.9,58.39,0.02478,0.01529,0.009494,-16.059,-18.157,-20.225,0.03,-113.73,
48:37.9,0.00:06:53:264,-0.94,-0.14,-0.32,0.02479,-0.01431,-0.002171,-0.00493,-85.69,-9.41,61.69,19.89,58.4,0.02479,0.01529,0.009495,-16.058,-18.156,-20.225,0.03,-113.76,
48:37.9,0.00:06:53:312,-0.94,-0.14,-0.32,0.02479,-0.01432,-0.002161,-0.004927,-85.71,-9.39,61.71,19.87,58.42,0.02479,0.0153,0.009492,-16.057,-18.154,-20.226,0.03,-113.69,
48:38.0,0.00:06:53:343,-0.94,-0.14,-0.32,0.02478,-0.01431,-0.002156,-0.004933,-85.72,-9.41,61.7,19.91,58.4,0.02478,0.01529,0.00949,-16.059,-18.156,-20.227,0.03,-113.61,
48:38.0,0.00:06:53:374,-0.94,-0.14,-0.32,0.02477,-0.0143,-0.002154,-0.004933,-85.72,-9.41,61.69,19.91,58.39,0.02477,0.01528,0.009489,-16.06,-18.158,-20.228,0.03,-113.59,
48:38.0,0.00:06:53:406,-0.94,-0.14,-0.32,0.02477,-0.01431,-0.002152,-0.004935,-85.72,-9.42,61.7,19.92,58.39,0.02477,0.01528,0.009489,-16.06,-18.157,-20.228,0.03,-113.56,
48:38.1,0.00:06:53:437,-0.94,-0.14,-0.32,0.02477,-0.0143,-0.002159,-0.004929,-85.71,-9.41,61.69,19.89,58.39,0.02477,0.01528,0.009492,-16.06,-18.158,-20.227,0.03,-113.66,
48:38.1,0.00:06:53:468,-0.94,-0.14,-0.32,0.02478,-0.01431,-0.002146,-0.004929,-85.74,-9.41,61.7,19.9,58.41,0.02478,0.01529,0.009488,-16.06,-18.157,-20.228,0.03,-113.52,
